startTime,endTime,type,subtype,source,assetExternalIds,KEY,source,sourceId,WORKORDER_NUMBER,WORKORDER_STATUS,WORKORDER_ISACTIVE,WORKORDER_TASKDESC,WORKORDER_TASKNAME,WORKORDER_TASKNUMBER,WORKORDER_TASKISCOMPLETED,WORKORDER_TISLOCATIONCODE,WORKORDER_TASKPREDECTASKNO,WORKORDER_TASKSHUTDOWNDESC,WORKORDER_STATUSISCOMPLETED,WORKORDER_TASKCOMPLETEDDATE,WORKORDER_TASKDURATIONHOURS,WORKORDER_TASKDISCIPLINEDESC,WORKORDER_TASKPREDECTASKNAME,WORKORDER_TASKREMAININGHOURS,WORKORDER_TASKPREDECDEPENDENCY
1423551600000,1423560865000.0,Worktask,VAL,akerbp-cdp,WMT:23-HS-92501B-05;WMT:23-ESDP-92501B;WMT:23-EXY-92501B-05;WMT:23-PT-92501B-11;WMT:23-EXY-92501B-03;WMT:23-EZSL-92501B;WMT:23-EZSH-92501B;WMT:23-ESDV-92501B,VAL_FAO-100298_1,akerbp-cdp,8320771807390385,FAO-100298,600,NO,"Utfør rutiner ***(PH)***, ***(PH)***",*** MND AUTO. Funksjonstest av ESDV ventil instrumentering ,1,YES,VAL,,Hovedutstyrs nedstengning,YES,,8,Automasjon,,0,
1423551600000,1423560828000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDP-92501A;WMT:23-EZSH-92501A;WMT:23-EZSL-92501A;WMT:23-EXY-92501A-03;WMT:23-EXY-92501A-05;WMT:23-ESDV-92501A;WMT:23-EZSM-92501A;WMT:23-PT-92501A-11;WMT:23-HS-92501A-05,VAL_FAO-100300_1,akerbp-cdp,1464112751752788,FAO-100300,600,NO,"Utfør rutiner ***(PH)***, ***(PH)***",*** MND AUTO. Funksjonstest av ESDV ventil instrumentering ,1,YES,VAL,,Hovedutstyrs nedstengning,YES,,6,Automasjon,,0,
1423551600000,1423560820000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-PT-92551A-11;WMT:23-EPV-92551A;WMT:23-EXY-92551A-05;WMT:23-EZSM-92551A;WMT:23-EXY-92551A-03;WMT:23-EZSH-92551A;WMT:23-EZSL-92551A;WMT:23-ESDP-92551A;WMT:23-HS-92551A-05,VAL_FAO-100301_1,akerbp-cdp,8312603717016607,FAO-100301,600,NO,"Utfør rutiner ***(PH)***, ***(PH)***",*** MND AUTO. Funksjonstest av ESDV ventil instrumentering ,1,YES,VAL,,Hovedutstyrs nedstengning,YES,,6,Automasjon,,0,
1423551600000,1423560845000.0,Worktask,VAL,akerbp-cdp,WMT:23-EPV-92551B;WMT:23-EXY-92551B-03;WMT:23-EZSL-92551B;WMT:23-EXY-92551B-05;WMT:23-HS-92551B-05;WMT:23-ESDP-92551B;WMT:23-PT-92551B-11;WMT:23-ESDV-92551B;WMT:23-EZSH-92551B,VAL_FAO-100299_1,akerbp-cdp,8012550754092247,FAO-100299,600,NO,"Utfør rutiner ***(PH)***, ***(PH)***",*** MND AUTO. Funksjonstest av ESDV ventil instrumentering ,1,YES,VAL,,Hovedutstyrs nedstengning,YES,,8,Automasjon,,0,
1423724400000,1424174799000.0,Worktask,VAL,akerbp-cdp,WMT:45-PSV-92514,VAL_IAO-025088_1,akerbp-cdp,7317701582117221,IAO-025088,600,NO,Utfør rutiner: ***(BPN)***,*** MND DRIFT. Klargjøring og tilbakestilling,1,YES,VAL,,Hovedutstyrs nedstengning,YES,,4,Drift,,0,
1423724400000,1424174784000.0,Worktask,VAL,akerbp-cdp,WMT:45-PSV-92515,VAL_IAO-025078_1,akerbp-cdp,6654444278695102,IAO-025078,600,NO,Utfør rutiner: ***(BPN)***,*** MND DRIFT. Klargjøring og tilbakestilling,1,YES,VAL,,Hovedutstyrs nedstengning,YES,,4,Drift,,0,
1423724400000,1424174799000.0,Worktask,VAL,akerbp-cdp,WMT:45-PSV-92514,VAL_IAO-025088_3,akerbp-cdp,4780336749089363,IAO-025088,600,NO,Utfør rutiner: ***(BPN)***,*** MND INSPEKSJON. Inspeksjon av PSV,3,YES,VAL,,Hovedutstyrs nedstengning,YES,,1,Inspeksjon,,0,
1423724400000,1424174799000.0,Worktask,VAL,akerbp-cdp,WMT:45-PSV-92514,VAL_IAO-025088_2,akerbp-cdp,4812495049981502,IAO-025088,600,NO,Utfør rutiner: ***(BPN)***,*** MND MEKANISK. Inspeksjon av PSV,2,YES,VAL,,Hovedutstyrs nedstengning,YES,,6,Mekanisk,,0,
1423724400000,1424174784000.0,Worktask,VAL,akerbp-cdp,WMT:45-PSV-92515,VAL_IAO-025078_2,akerbp-cdp,7023274019766860,IAO-025078,600,NO,Utfør rutiner: ***(BPN)***,*** MND MEKANISK. Inspeksjon av PSV,2,YES,VAL,,Hovedutstyrs nedstengning,YES,,6,Mekanisk,,0,
1423724400000,1424174784000.0,Worktask,VAL,akerbp-cdp,WMT:45-PSV-92515,VAL_IAO-025078_3,akerbp-cdp,8083724328599457,IAO-025078,600,NO,Utfør rutiner: ***(BPN)***,*** MND INSPEKSJON. Inspeksjon av PSV,3,YES,VAL,,Hovedutstyrs nedstengning,YES,,1,Inspeksjon,,0,
1423897200000,1424274975000.0,Worktask,VAL,akerbp-cdp,WMT:45-PSV-92612,VAL_IAO-025098_1,akerbp-cdp,7110589302438272,IAO-025098,600,NO,Utfør rutiner: ***(BPN)***,*** MND DRIFT. Klargjøring og tilbakestilling,1,YES,VAL,,Hovedutstyrs nedstengning,YES,,4,Drift,,0,
1423897200000,1424274975000.0,Worktask,VAL,akerbp-cdp,WMT:45-PSV-92612,VAL_IAO-025098_3,akerbp-cdp,3328918605919516,IAO-025098,600,NO,Utfør rutiner: ***(BPN)***,*** MND INSPEKSJON. Inspeksjon av PSV,3,YES,VAL,,Hovedutstyrs nedstengning,YES,2015-02-18T10:46:20,1,Inspeksjon,,0,
1423897200000,1424252510000.0,Worktask,VAL,akerbp-cdp,WMT:45-PSV-92613,VAL_IAO-025093_1,akerbp-cdp,489644819637832,IAO-025093,600,NO,Utfør rutiner: ***(BPN)***,*** MND DRIFT. Klargjøring og tilbakestilling,1,YES,VAL,,Hovedutstyrs nedstengning,YES,,4,Drift,,0,
1423897200000,1424252510000.0,Worktask,VAL,akerbp-cdp,WMT:45-PSV-92613,VAL_IAO-025093_3,akerbp-cdp,2195917043071956,IAO-025093,600,NO,Utfør rutiner: ***(BPN)***,*** MND INSPEKSJON. Inspeksjon av PSV,3,YES,VAL,,Hovedutstyrs nedstengning,YES,,1,Inspeksjon,,0,
1423897200000,1424252510000.0,Worktask,VAL,akerbp-cdp,WMT:45-PSV-92613,VAL_IAO-025093_2,akerbp-cdp,7997406981714284,IAO-025093,600,NO,Utfør rutiner: ***(BPN)***,*** MND MEKANISK. Inspeksjon av PSV,2,YES,VAL,,Hovedutstyrs nedstengning,YES,,6,Mekanisk,,0,
1423897200000,1424274975000.0,Worktask,VAL,akerbp-cdp,WMT:45-PSV-92612,VAL_IAO-025098_2,akerbp-cdp,8060498757561665,IAO-025098,600,NO,Utfør rutiner: ***(BPN)***,*** MND MEKANISK. Inspeksjon av PSV,2,YES,VAL,,Hovedutstyrs nedstengning,YES,,6,Mekanisk,,0,
1424329200000,1425081600000.0,Worktask,VAL,akerbp-cdp,WMT:23-NY-96144-J01,VAL_FAO-097854_01,akerbp-cdp,6982954311140087,FAO-097854,900,NO,Utfør kontroll *** henhold til PM rutine ***(PH)***,Årlig sampling assessment,01,NO,VAL,,Under drift,NO,,12,Automasjon,,,
1424329200000,1424617970000.0,Worktask,VAL,akerbp-cdp,WMT:23-CB-9104A;WMT:23-CB-9104B,VAL_KAO-130558_1,akerbp-cdp,5906059188398315,KAO-130558,600,NO,,*** TRINNS COMPR SEAL *** *** / *** *** HVER *** DAG ,1,YES,VAL,,,YES,2015-02-05T12:25:22,15,Mekanisk,,0,
1424329200000,1424765042000.0,Worktask,VAL,akerbp-cdp,WMT:45-V-90353;WMT:45-V-90352,VAL_FAO-101360_4,akerbp-cdp,8131200236007745,FAO-101360,600,NO,"Utfør rutine ***-***-***Alt på *** siden av ***, alle *** *** *** ***","DETEKSJON AV GASSLEKKASJER, VAL. PH",4,YES,VAL,3,Under drift,YES,,20,Drift,"DETEKSJON AV GASSLEKKASJER, VAL. PCP",0,FINISH_TO_START
1424329200000,1425081600000.0,Worktask,VAL,akerbp-cdp,WMT:23-NY-96144-J01,VAL_FAO-097854_02,akerbp-cdp,3048389750656751,FAO-097854,900,NO,Utfør kontroll *** henhold til PM rutine ***(PH)***,***-årlig visuell inspeksjon,02,NO,VAL,,Under drift,NO,,125,Automasjon,,250,
1424341906000,1432412877000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_KAO-131223_2,akerbp-cdp,6076021907153555,KAO-131223,600,NO,Skifte ut *** *** *** med *** ***.,Montere *** på *** ***-KA-***,2,YES,VAL,,,YES,2015-05-20T09:56:54,6,Mekanisk,,0,
1424934000000,1425289536000.0,Worktask,VAL,akerbp-cdp,WMT:23-PT-96149-02;WMT:23-PT-96150-01;WMT:23-PT-96150-02;WMT:23-PT-96149-01,VAL_FAO-098269_1,akerbp-cdp,3059620251638118,FAO-098269,600,NO,"Utfør inspeksjon *** henhold til PM rutiner: ***(SIS)***, ***(SIS)*** og ***(SIS)***",*** MND Kontroll av sikkerhetskritisk instrumentering,1,YES,VAL,,Under drift,YES,,48,Automasjon,,0,
1425193200000,1426496325000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-099842_01,akerbp-cdp,1405305818946457,FAO-099842,600,NO,Utfør rutine: ***-VPH-CM-***,*** MND ONN WEEKLY AND MONTHLY ACTIVITIES AND APLICATION CHECK,01,YES,VAL,,Under drift,YES,,28,Onshore,,0,
1425193200000,1425904774000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101-M01;WMT:23-KA-9101;WMT:23-DB-9101,VAL_FAO-099904_01,akerbp-cdp,3516744052798269,FAO-099904,600,NO,Excecute Routine ***-VPH-CM-***,*** MND ONN WEEKLY AND MONTHLY ACTIVITIES,01,YES,VAL,,Under drift,YES,2015-03-09T12:39:01,42,Onshore,,0,
1425193200000,1427119219000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101-M01,VAL_FAO-102208_01,akerbp-cdp,5723839477001618,FAO-102208,600,NO,Utfør rutine: ***-VPH-CM-***,WEEKLY AND MONTHLY ACTIVITIES ***,01,YES,VAL,,Under drift,YES,2015-03-23T14:00:08,6,Onshore,,0,
1425193200000,1427673600000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101-M01,VAL_FAO-099851_01,akerbp-cdp,2076670571844370,FAO-099851,900,NO,Utfør rutine: ***-VPH-CM-***,WEEKLY AND MONTHLY ACTIVITIES ***,01,NO,VAL,,Under drift,NO,,6,Onshore,,6,
1425538800000,1432857600000.0,Worktask,VAL,akerbp-cdp,WMT:23-ZT-92543;WMT:23-YZSL-92545;WMT:23-ESDV-92521;WMT:23-PDT-92501;WMT:23-FS-92543-05;WMT:23-LT-92529-02;WMT:23-EZSM-92551A;WMT:45-FT-92606;WMT:23-LY-92521B;WMT:23-FT-92521;WMT:45-FT-92506;WMT:23-EXY-92501B-05;WMT:23-YXY-92445-05;WMT:23-LEX-92529;WMT:23-PT-92521-11;WMT:23-EZSL-92501B;WMT:23-HS-92521;WMT:23-HS-92501B-05;WMT:23-PT-92504;WMT:45-TT-92506;WMT:23-YXY-92526-05;WMT:23-TV-92604B;WMT:23-ZT-92538;WMT:23-LG-92523-02;WMT:23-FY-92543-03;WMT:23-FS-92543-09;WMT:23-PY-92538;WMT:23-LEX-92529-MB;WMT:45-PDT-92606;WMT:23-AE-92527-S3;WMT:23-EZSL-92551A;WMT:23-YZSH-92526;WMT:23-AE-92527-S2;WMT:23-ESDV-92551A;WMT:23-EZSL-92501A;WMT:23-EXY-92501B-03;WMT:23-ESDV-92501A;WMT:23-LT-92521;WMT:23-XS-92529;WMT:23-YZSH-92545;WMT:23-LT-92523-02;WMT:23-YXY-92526-03;WMT:45-TT-92606;WMT:45-TT-92607B;WMT:23-PV-92538;WMT:23-TY-92604B;WMT:23-YZSL-92526;WMT:23-HS-92501A-05;WMT:23-PT-92501B-11;WMT:23-EXY-92551B-05;WMT:23-FS-92543-06;WMT:23-HS-92551B-05;WMT:23-PT-92551B-11;WMT:23-EZSH-92501B;WMT:23-TY-92504;WMT:45-PDT-92506;WMT:23-EZSH-92501A;WMT:23-EXY-92551B-03;WMT:23-TT-92603;WMT:23-PDT-92522;WMT:23-HS-92521-05;WMT:23-YXY-92545-03;WMT:23-YXY-92545-05;WMT:23-FT-92512;WMT:23-FZSH-92543;WMT:23-EXY-92501A-03;WMT:23-EZSM-92501A;WMT:23-LT-92529-01;WMT:23-EZSH-92551A;WMT:23-LT-92529-03;WMT:23-EZSH-92551B;WMT:23-LY-92521A;WMT:45-TT-92508;WMT:23-TT-92504;WMT:23-PT-92551A-11;WMT:23-EXY-92551A-05;WMT:23-PT-92523;WMT:23-EXY-92551A-03;WMT:23-PT-92501A-11;WMT:23-TT-92502;WMT:23-LE-92529;WMT:23-EXY-92501A-05;WMT:23-TT-92604B;WMT:23-TT-92604A;WMT:23-FS-92543-04;WMT:23-PT-92521;WMT:23-LT-92529;WMT:23-EZSL-92521;WMT:23-FS-92543-03;WMT:45-PT-92609;WMT:23-ESDV-92501B;WMT:45-PT-92608;WMT:23-EZSL-92551B;WMT:23-LTX-92529;WMT:23-PDT-92502;WMT:23-LT-92523-01;WMT:23-FY-92543;WMT:23-TT-92512;WMT:23-FS-92543-07;WMT:23-EZSH-92521;WMT:23-PDT-92551;WMT:23-PDT-92602;WMT:23-FS-92543-08;WMT:23-ESDV-92551B;WMT:45-TT-92607A;WMT:23-EXY-92521-05;WMT:23-PT-92512;WMT:23-AE-92527-S1;WMT:23-EXY-92521-04;WMT:23-YZSL-92445;WMT:23-TT-92602;WMT:23-YZSH-92445;WMT:23-FZSL-92543;WMT:45-PT-92508;WMT:23-HS-92551A-05,VAL_FAO-102127_01,akerbp-cdp,4862895762472794,FAO-102127,900,NO,Utfør kontroll *** henhold til PM rutine ***(PH)***,Årlig sampling assessment,01,NO,VAL,,Under drift,NO,,12,Automasjon,,24,
1425538800000,1426059994000.0,Worktask,VAL,akerbp-cdp,WMT:23-GK-9107A-H01;WMT:23-GK-9107B-M01;WMT:23-GK-9107B-H01;WMT:23-GK-9107A-M01;WMT:23-GK-9107A-A01;WMT:23-GK-9107B-A01,VAL_FAO-099901_10,akerbp-cdp,493344042370672,FAO-099901,600,NO,Rutine: ***(PH)***,*** MND. ELEKTRO DETALJERT INSPEKSJON AV EX UTSTYR,10,YES,VAL,,Utstyrs nedstenging,YES,,0.1,Elektro,,0,
1425538800000,1426059994000.0,Worktask,VAL,akerbp-cdp,WMT:60-EN-9010B+29A1;WMT:60-EN-9010A+28A2,VAL_FAO-099901_09,akerbp-cdp,6230935208111131,FAO-099901,600,NO,Utfør kontroll *** henhold til PM rutine ***(PH)***,*** MND ELEKTRO. Ettersyn av ***,09,YES,VAL,,Utstyrs nedstenging,YES,2015-03-11T07:43:09,3,Elektro,,0,
1425538800000,1432857600000.0,Worktask,VAL,akerbp-cdp,WMT:23-ZT-92543;WMT:23-YZSL-92545;WMT:23-ESDV-92521;WMT:23-PDT-92501;WMT:23-FS-92543-05;WMT:23-LT-92529-02;WMT:23-EZSM-92551A;WMT:45-FT-92606;WMT:23-LY-92521B;WMT:23-FT-92521;WMT:45-FT-92506;WMT:23-EXY-92501B-05;WMT:23-YXY-92445-05;WMT:23-LEX-92529;WMT:23-PT-92521-11;WMT:23-EZSL-92501B;WMT:23-HS-92521;WMT:23-HS-92501B-05;WMT:23-PT-92504;WMT:45-TT-92506;WMT:23-YXY-92526-05;WMT:23-TV-92604B;WMT:23-ZT-92538;WMT:23-LG-92523-02;WMT:23-FY-92543-03;WMT:23-FS-92543-09;WMT:23-PY-92538;WMT:23-LEX-92529-MB;WMT:45-PDT-92606;WMT:23-AE-92527-S3;WMT:23-EZSL-92551A;WMT:23-YZSH-92526;WMT:23-AE-92527-S2;WMT:23-ESDV-92551A;WMT:23-EZSL-92501A;WMT:23-EXY-92501B-03;WMT:23-ESDV-92501A;WMT:23-LT-92521;WMT:23-XS-92529;WMT:23-YZSH-92545;WMT:23-LT-92523-02;WMT:23-YXY-92526-03;WMT:45-TT-92606;WMT:45-TT-92607B;WMT:23-PV-92538;WMT:23-TY-92604B;WMT:23-YZSL-92526;WMT:23-HS-92501A-05;WMT:23-PT-92501B-11;WMT:23-EXY-92551B-05;WMT:23-FS-92543-06;WMT:23-HS-92551B-05;WMT:23-PT-92551B-11;WMT:23-EZSH-92501B;WMT:23-TY-92504;WMT:45-PDT-92506;WMT:23-EZSH-92501A;WMT:23-EXY-92551B-03;WMT:23-TT-92603;WMT:23-PDT-92522;WMT:23-HS-92521-05;WMT:23-YXY-92545-03;WMT:23-YXY-92545-05;WMT:23-FT-92512;WMT:23-FZSH-92543;WMT:23-EXY-92501A-03;WMT:23-EZSM-92501A;WMT:23-LT-92529-01;WMT:23-EZSH-92551A;WMT:23-LT-92529-03;WMT:23-EZSH-92551B;WMT:23-LY-92521A;WMT:45-TT-92508;WMT:23-TT-92504;WMT:23-PT-92551A-11;WMT:23-EXY-92551A-05;WMT:23-PT-92523;WMT:23-EXY-92551A-03;WMT:23-PT-92501A-11;WMT:23-TT-92502;WMT:23-LE-92529;WMT:23-EXY-92501A-05;WMT:23-TT-92604B;WMT:23-TT-92604A;WMT:23-FS-92543-04;WMT:23-PT-92521;WMT:23-LT-92529;WMT:23-EZSL-92521;WMT:23-FS-92543-03;WMT:45-PT-92609;WMT:23-ESDV-92501B;WMT:45-PT-92608;WMT:23-EZSL-92551B;WMT:23-LTX-92529;WMT:23-PDT-92502;WMT:23-LT-92523-01;WMT:23-FY-92543;WMT:23-TT-92512;WMT:23-FS-92543-07;WMT:23-EZSH-92521;WMT:23-PDT-92551;WMT:23-PDT-92602;WMT:23-FS-92543-08;WMT:23-ESDV-92551B;WMT:45-TT-92607A;WMT:23-EXY-92521-05;WMT:23-PT-92512;WMT:23-AE-92527-S1;WMT:23-EXY-92521-04;WMT:23-YZSL-92445;WMT:23-TT-92602;WMT:23-YZSH-92445;WMT:23-FZSL-92543;WMT:45-PT-92508;WMT:23-HS-92551A-05,VAL_FAO-102127_02,akerbp-cdp,5916003863871722,FAO-102127,900,NO,Utfør kontroll *** henhold til PM rutine ***(PH)***,***-årlig visuell inspeksjon,02,NO,VAL,,Under drift,NO,,482.25,Automasjon,,964,
1425538800000,1426059994000.0,Worktask,VAL,akerbp-cdp,WMT:23-EC-9102;WMT:23-GK-9111A;WMT:23-GE-9110A;WMT:23-GG-9105;WMT:23-PDT-96143;WMT:23-FSL-96141;WMT:23-GK-9111B;WMT:23-GG-9106;WMT:23-GE-9122;WMT:23-GE-9110B,VAL_FAO-099901_07,akerbp-cdp,8337135000712539,FAO-099901,600,NO,Utfør kontroll *** henhold til PM rutine ***(PH)***,*** MND ELEKTRO. Årlig ettersyn av ventilasjonssystem,07,YES,VAL,,Utstyrs nedstenging,YES,,1.67,Elektro,,0,
1425538800000,1426059994000.0,Worktask,VAL,akerbp-cdp,WMT:23-GK-9107B-M01;WMT:23-GK-9107A-M01,VAL_FAO-099901_08,akerbp-cdp,5826495158343112,FAO-099901,600,NO,Utfør kontroll *** henhold til PM rutine ***(PH)***,*** MND ELEKTRO. Ettersyn av ***,08,YES,VAL,,Utstyrs nedstenging,YES,2015-03-11T07:43:14,3,Elektro,,0,
1425538800000,1426059994000.0,Worktask,VAL,akerbp-cdp,WMT:23-GO-9115;WMT:48-XY-96966B;WMT:48-ZSH-96966A;WMT:48-ZSL-96966B;WMT:23-GO-9114;WMT:48-ZSH-96966B;WMT:48-ZSL-96966A;WMT:48-XY-96966A,VAL_FAO-099901_05,akerbp-cdp,3707129645436693,FAO-099901,600,NO,Utfør kontroll *** henhold til PM rutine ***(PH)***,*** MND ELEKTRO. Årlig ettersyn av ***,05,YES,VAL,,Utstyrs nedstenging,YES,2015-03-11T07:43:21,2,Elektro,,0,
1425538800000,1426059994000.0,Worktask,VAL,akerbp-cdp,WMT:23-GO-9115;WMT:48-XY-96966B;WMT:48-ZSH-96966A;WMT:48-ZSL-96966B;WMT:23-GO-9114;WMT:48-ZSH-96966B;WMT:48-ZSL-96966A;WMT:48-XY-96966A,VAL_FAO-099901_03,akerbp-cdp,4030501782642818,FAO-099901,600,NO,Utfør kontroll *** henhold til PM rutine ***(PH)***,*** MND DRIFT. ***-månedlig funksjonstest av ***,03,YES,VAL,,Utstyrs nedstenging,YES,2015-03-11T07:43:25,2,Drift,,0,
1426316400000,1425726802000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-100297_1,akerbp-cdp,3077683109006779,FAO-100297,600,NO,Utfør rutine ***(PH)***,*** MND MEK. Smøreoljeprøve kompressorer,1,YES,VAL,,Under drift,YES,2015-03-06T14:55:31,4,Mekanisk,,0,
1426748400000,1430784000000.0,Worktask,VAL,akerbp-cdp,WMT:23-FT-92512;WMT:23-TT-92512,VAL_FAO-097636_02,akerbp-cdp,3034737974752995,FAO-097636,900,NO,Utfør kontroll *** henhold til PM rutine ***(PH)***,***-årlig visuell inspeksjon,02,NO,VAL,,Under drift,NO,,119.75,Automasjon,,95,
1426748400000,1430784000000.0,Worktask,VAL,akerbp-cdp,WMT:23-FT-92512;WMT:23-TT-92512,VAL_FAO-097636_01,akerbp-cdp,2555643228088864,FAO-097636,900,NO,Utfør kontroll *** henhold til PM rutine ***(PH)***,Årlig sampling assessment,01,NO,VAL,,Under drift,NO,,12,Automasjon,,24,
1426748400000,1427208381000.0,Worktask,VAL,akerbp-cdp,WMT:23-XV-92748;WMT:23-XZSH-92748;WMT:23-XZSL-92748;WMT:23-XVP-92748;WMT:23-XY-92748-04,VAL_FAO-101968_1,akerbp-cdp,8878746379422020,FAO-101968,600,NO,"Utfør funksjonstest *** henhold til PM rutine ***(PH)***, ***(PH)***",*** MND DRIFT. Funksjonstest av XV ventil instrumentering,1,YES,VAL,,Under drift,YES,,2,Automasjon,,0,
1427353200000,1427705032000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_KAO-129465_1,akerbp-cdp,2443769022907986,KAO-129465,600,NO,"Lage og montere *** *** ved PSV****** *** for *** ***, ***, *** og *** trinn",Montere *** ***,1,YES,VAL,,,YES,,11,Mekanisk,,0,
1427353200000,1427734115000.0,Worktask,VAL,akerbp-cdp,WMT:23-YXY-92445-05;WMT:23-YXY-92526-03;WMT:23-YSV-92545;WMT:23-YZSL-92545;WMT:23-YSV-92445;WMT:23-YVX-92545;WMT:23-YVX-92445;WMT:23-YZSH-92526;WMT:23-YZSL-92526;WMT:23-YXY-92545-03;WMT:23-YSDP-92445;WMT:23-YXY-92545-05;WMT:23-YSDP-92526;WMT:23-YVX-92526;WMT:23-YXY-92526-05;WMT:23-YZSL-92445;WMT:23-YZSH-92545;WMT:23-YZSH-92445;WMT:23-YSV-92526;WMT:23-YSDP-92545,VAL_FAO-102081_3,akerbp-cdp,4557486078562384,FAO-102081,600,NO,Utfør rutiner: ***(PH)***,*** MND AUTO. Ettersyn av instrumentering,3,YES,VAL,,Under drift,YES,2015-03-27T18:13:41,21,Automasjon,,0,
1427353200000,1427734115000.0,Worktask,VAL,akerbp-cdp,WMT:23-YXY-92445-05;WMT:23-YXY-92526-03;WMT:23-YSV-92545;WMT:23-YZSL-92545;WMT:23-YSV-92445;WMT:23-YVX-92545;WMT:23-YVX-92445;WMT:23-YZSH-92526;WMT:23-YZSL-92526;WMT:23-YXY-92545-03;WMT:23-YSDP-92445;WMT:23-YXY-92545-05;WMT:23-YSDP-92526;WMT:23-YVX-92526;WMT:23-YXY-92526-05;WMT:23-YZSL-92445;WMT:23-YZSH-92545;WMT:23-YZSH-92445;WMT:23-YSV-92526;WMT:23-YSDP-92545,VAL_FAO-102081_2,akerbp-cdp,2060880707153285,FAO-102081,600,NO,Utfør rutiner: ***(PH)***,*** MND DRIFT. Ettersyn og funklsjonstest av Blow Down ventiler,2,YES,VAL,,Hovedutstyrs nedstengning,YES,,22.5,Drift,,0,
1427353200000,1427099284000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-102093_1,akerbp-cdp,8820577299118363,FAO-102093,600,NO,Utfør rutine ***(PH)***,*** MND MEK. Smøreoljeprøve kompressorer,1,YES,VAL,,Under drift,YES,,12,Mekanisk,,0,
1427353200000,1427705032000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_KAO-129465_2,akerbp-cdp,6648249402416865,KAO-129465,600,NO,"*** opp *** til PSV****** *** for *** ***, ***, *** og *** trinn",*** opp ***,2,YES,VAL,1,,YES,,6,Mekanisk,Montere *** ***,0,FINISH_TO_START
1427871600000,1429630395000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101-M01,VAL_FAO-102209_01,akerbp-cdp,1087863324918720,FAO-102209,600,NO,Utfør rutine: ***-VPH-CM-***,WEEKLY AND MONTHLY ACTIVITIES ***,01,YES,VAL,,Under drift,YES,2015-04-21T15:32:52,6,Onshore,,0,
1427871600000,1430352000000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101-M01;WMT:23-KA-9101;WMT:23-DB-9101,VAL_FAO-102164_01,akerbp-cdp,7415929726883004,FAO-102164,900,NO,Excecute Routine ***-VPH-CM-***,*** MND ONN WEEKLY AND MONTHLY ACTIVITIES,01,NO,VAL,,Under drift,NO,,42,Onshore,,42,
1427871600000,1428672798000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-101429_01,akerbp-cdp,4983521882306656,FAO-101429,600,NO,Utfør rutine: ***-VPH-CM-***,*** MND ONN WEEKLY AND MONTHLY ACTIVITIES AND APLICATION CHECK,01,YES,VAL,,Under drift,YES,2015-04-10T13:29:46,28,Onshore,,0,
1427871600000,1430352000000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-102185_01,akerbp-cdp,4986219405566931,FAO-102185,900,NO,Utfør rutine: ***-VPH-CM-***,*** MND ONN WEEKLY AND MONTHLY ACTIVITIES AND APLICATION CHECK,01,NO,VAL,,,NO,,38,Onshore,,38,
1427871600000,1429004697000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101-M01;WMT:23-KA-9101;WMT:23-DB-9101,VAL_FAO-103313_01,akerbp-cdp,7071092272573308,FAO-103313,600,NO,Excecute Routine ***-VPH-CM-***,*** MND ONN WEEKLY AND MONTHLY ACTIVITIES,01,YES,VAL,,Under drift,YES,2015-04-14T09:43:55,42,Onshore,,0,
1427871600000,1427499734000.0,Worktask,VAL,akerbp-cdp,WMT:23-GO-9115;WMT:48-XY-96966B;WMT:48-ZSH-96966A;WMT:48-ZSL-96966B;WMT:23-GO-9114;WMT:48-ZSH-96966B;WMT:48-ZSL-96966A;WMT:48-XY-96966A,VAL_FAO-102007_01,akerbp-cdp,8963665119086208,FAO-102007,600,NO,Utfør kontroll *** henhold til PM rutine ***(PH)***,***  MND DRIFT. ***-månedlig funksjonstest av ***,01,YES,VAL,,Utstyrs nedstenging,YES,,2,Drift,,0,
