"key","externalId","sourceExternalId","targetExternalId"
"KAO-143955-WMT:23-ZS-96142A","KAO-143955-WMT:23-ZS-96142A","KAO-143955","WMT:23-ZS-96142A"
"KAO-144076-WMT:23-XY-96124","KAO-144076-WMT:23-XY-96124","KAO-144076","WMT:23-XY-96124"
"KAO-145228-WMT:23-FV-92543","KAO-145228-WMT:23-FV-92543","KAO-145228","WMT:23-FV-92543"
"KAO-148976-WMT:23-TE-96102-01","KAO-148976-WMT:23-TE-96102-01","KAO-148976","WMT:23-TE-96102-01"
"KAO-148976-WMT:23-TE-96113-01","KAO-148976-WMT:23-TE-96113-01","KAO-148976","WMT:23-TE-96113-01"
"KAO-148976-WMT:23-TE-96113-03","KAO-148976-WMT:23-TE-96113-03","KAO-148976","WMT:23-TE-96113-03"
"KAO-148976-WMT:23-TE-96114-01","KAO-148976-WMT:23-TE-96114-01","KAO-148976","WMT:23-TE-96114-01"
"KAO-157846-WMT:23-ZS-96142B","KAO-157846-WMT:23-ZS-96142B","KAO-157846","WMT:23-ZS-96142B"
"KAO-158519-WMT:23-FSL-96141","KAO-158519-WMT:23-FSL-96141","KAO-158519","WMT:23-FSL-96141"
"MAO-014277-WMT:VAL","MAO-014277-WMT:VAL","MAO-014277","WMT:VAL"
"FAO-131566-WMT:23-XX-9114","FAO-131566-WMT:23-XX-9114","FAO-131566","WMT:23-XX-9114"
"FAO-131567-WMT:23-FY-92543","FAO-131567-WMT:23-FY-92543","FAO-131567","WMT:23-FY-92543"
"FAO-131567-WMT:23-PT-92536","FAO-131567-WMT:23-PT-92536","FAO-131567","WMT:23-PT-92536"
"FAO-131567-WMT:23-TE-96102-04","FAO-131567-WMT:23-TE-96102-04","FAO-131567","WMT:23-TE-96102-04"
"FAO-131567-WMT:23-TE-96103-01","FAO-131567-WMT:23-TE-96103-01","FAO-131567","WMT:23-TE-96103-01"
"FAO-131567-WMT:23-TE-96111-04","FAO-131567-WMT:23-TE-96111-04","FAO-131567","WMT:23-TE-96111-04"
"FAO-131567-WMT:23-TE-96114-02","FAO-131567-WMT:23-TE-96114-02","FAO-131567","WMT:23-TE-96114-02"
"FAO-131567-WMT:23-TE-96136-06","FAO-131567-WMT:23-TE-96136-06","FAO-131567","WMT:23-TE-96136-06"
"FAO-131567-WMT:23-YT-96105-02","FAO-131567-WMT:23-YT-96105-02","FAO-131567","WMT:23-YT-96105-02"
"FAO-131571-WMT:48-LG-96960","FAO-131571-WMT:48-LG-96960","FAO-131571","WMT:48-LG-96960"
"FAO-131571-WMT:48-SU-9105","FAO-131571-WMT:48-SU-9105","FAO-131571","WMT:48-SU-9105"
"FAO-131571-WMT:48-XY-96961","FAO-131571-WMT:48-XY-96961","FAO-131571","WMT:48-XY-96961"
"FAO-131574-WMT:23-EZSL-92521","FAO-131574-WMT:23-EZSL-92521","FAO-131574","WMT:23-EZSL-92521"
"FAO-131579-WMT:23-PT-92535","FAO-131579-WMT:23-PT-92535","FAO-131579","WMT:23-PT-92535"
"FAO-131579-WMT:23-PT-96150-02","FAO-131579-WMT:23-PT-96150-02","FAO-131579","WMT:23-PT-96150-02"
"FAO-131579-WMT:23-TSHH-96147-01","FAO-131579-WMT:23-TSHH-96147-01","FAO-131579","WMT:23-TSHH-96147-01"
"FAO-131580-WMT:23-PCV-96110","FAO-131580-WMT:23-PCV-96110","FAO-131580","WMT:23-PCV-96110"
"FAO-132616-WMT:23-FZSL-92543","FAO-132616-WMT:23-FZSL-92543","FAO-132616","WMT:23-FZSL-92543"
"FAO-132616-WMT:23-TE-96102-01","FAO-132616-WMT:23-TE-96102-01","FAO-132616","WMT:23-TE-96102-01"
"FAO-132616-WMT:23-TE-96112-01","FAO-132616-WMT:23-TE-96112-01","FAO-132616","WMT:23-TE-96112-01"
"FAO-132616-WMT:23-TE-96112-03","FAO-132616-WMT:23-TE-96112-03","FAO-132616","WMT:23-TE-96112-03"
"FAO-132616-WMT:23-TE-96112-04","FAO-132616-WMT:23-TE-96112-04","FAO-132616","WMT:23-TE-96112-04"
"FAO-132616-WMT:23-TE-96114-02","FAO-132616-WMT:23-TE-96114-02","FAO-132616","WMT:23-TE-96114-02"
"FAO-132616-WMT:23-TE-96115-01","FAO-132616-WMT:23-TE-96115-01","FAO-132616","WMT:23-TE-96115-01"
